DrugID,DrugName,CID,ChEBI_ID
1261,Fenquizone,68548,CHEBI:135435
1262,Fenretinide,5288209,CHEBI:42588
1263,Fentanyl,3345,CHEBI:119915
1264,Fenthion,3346,CHEBI:34761
1265,Fentiazac,28871,CHEBI:94523
1266,Fenyramidol,9470,CHEBI:134888
1267,Feprazone,35455,CHEBI:31603
1268,Ferric cation,29936,CHEBI:29034
1269,Ferric maltol,169535,
1270,Ferric oxide,518696,CHEBI:50819
1271,Ferric pyrophosphate,24877,CHEBI:132767
1272,Ferrous cation,27284,CHEBI:29033
1273,Ferrous fumarate,6433164,CHEBI:31607
1274,Ferrous succinate,10464762,
1275,Ferulic acid,445858,CHEBI:193350
1276,Fesoterodine,6918558,CHEBI:135920
1277,Fexinidazole,68792,
1278,Fexofenadine,3348,CHEBI:5050
1279,Fezolinetant,117604931,CHEBI:229236
1280,Fiacitabine,50312,
1281,Fidaxomicin,10034073,
1282,Filanesib,44224257,
1283,Filgotinib,49831257,
1284,Fimasartan,9870652,CHEBI:136044
1285,Fimepinostat,54575456,
1286,Finafloxacin,11567473,CHEBI:85176
1287,Finasteride,57363,CHEBI:5062
1288,Finerenone,60150535,
1289,Fingolimod,107970,CHEBI:63115
1290,Firocoxib,208910,CHEBI:76136
1291,Flavoxate,3354,CHEBI:5088
1292,Flecainide,3356,CHEBI:75984
1293,Fleroxacin,3357,CHEBI:31810
1294,Flibanserin,6918248,CHEBI:90865
1295,Floctafenine,3360,CHEBI:31612
1296,Flomoxef,65864,CHEBI:135813
1297,Florbetaben F-18,11501341,CHEBI:79033
1298,Florbetapir F-18,24822371,CHEBI:66880
1299,Florfenicol,114811,CHEBI:87185
1300,Floxuridine,5790,CHEBI:60761
1301,Fluanisone,15139,CHEBI:177744
1302,Fluasterone,133967,
1303,Fluclorolone,76962649,CHEBI:135986
1304,Flucloxacillin,21319,CHEBI:5098
1305,Fluconazole,3365,CHEBI:46081
1306,Flucytosine,3366,CHEBI:5100
1307,Fludeoxyglucose,170049,CHEBI:49135
1308,Fludiazepam,3369,CHEBI:31618
1309,Fludrocortisone,31378,CHEBI:50885
1310,Fluindione,68942,CHEBI:134975
1311,Flumatinib,46848036,CHEBI:233593
1312,Flumazenil,3373,CHEBI:5103
1313,Flumequine,3374,CHEBI:85269
1314,Flunarizine,941361,CHEBI:135652
1315,Flunisolide,82153,CHEBI:5106
1316,Flunitrazepam,3380,CHEBI:31622
1317,Flunixin,38081,CHEBI:76138
1318,Flunoxaprofen,68869,CHEBI:76154
1319,Fluocinolone acetonide,6215,CHEBI:31623
1320,Fluocinonide,9642,CHEBI:5109
1321,Fluocortin,22875828,CHEBI:182409
1322,Fluocortolone,9053,CHEBI:135581
1323,Fluocortolone caproate,20054915,CHEBI:177866
1324,Fluocortolone pivalate,119871,CHEBI:177427
1325,Fluorescein,16850,CHEBI:31624
1326,Fluoroestradiol F-18,10869981,
1327,Fluorometholone,9878,CHEBI:31625
1328,Fluorouracil,3385,CHEBI:46345
1329,Fluoxymesterone,6446,CHEBI:5120
1330,Flupentixol,5281881,CHEBI:10454
1331,Fluperolone,56841872,
1332,Fluphenazine,3372,CHEBI:5123
1333,Flupirtine,53276,CHEBI:94646
1334,Fluprednidene,11794741,CHEBI:135989
1335,Fluprednidene acetate,9980241,CHEBI:135700
1336,Fluprednisolone,5876,CHEBI:34474
1337,Fluprostenol,5311100,CHEBI:60782
1338,Flurandrenolide,15209,CHEBI:5127
1339,Flurazepam,3393,CHEBI:5128
1340,Flurbiprofen axetil,3395,CHEBI:31627
1341,Flurithromycin,71260,CHEBI:131719
1342,Fluspirilene,3396,CHEBI:93369
1343,Flutamide,3397,CHEBI:5132
1344,Fluticasone,5311101,CHEBI:5134
1345,Fluticasone furoate,9854489,CHEBI:74899
1346,Fluticasone propionate,444036,CHEBI:31441
1347,Fluvastatin,1548972,CHEBI:38561
1348,Fluvoxamine,5324346,CHEBI:5138
1349,Folic acid,135398658,CHEBI:27470
1350,Fomepizole,3406,CHEBI:5141
1351,Fondaparinux,5282448,CHEBI:61033
1352,Forasartan,132706,CHEBI:141552
1353,Foretinib,42642645,CHEBI:91418
1354,Formebolone,17150,CHEBI:135456
1355,Formestane,11273,CHEBI:75172
1356,Formic acid,284,CHEBI:30751
1357,Formocortal,289085,CHEBI:135834
1358,Formononetin,5280378,CHEBI:18088
1359,Fosamprenavir,131536,CHEBI:82941
1360,Fosaprepitant,135413538,CHEBI:64321
1361,Fosbretabulin,5351387,
1362,Foscarnet,3415,CHEBI:127780
1363,Fosfomycin,446987,CHEBI:28915
1364,Fosgemcitabine palabenamide,134812042,
1365,Fosinopril,9601226,
1366,Fosinoprilat,62956,CHEBI:116962
1367,Foslevodopa,127766,CHEBI:192509
1368,Fosmidomycin,572,CHEBI:443725
1369,Fosnetupitant,71544786,
1370,Fosphenytoin,56339,CHEBI:5165
1371,Fospropofol,3038498,CHEBI:135193
1372,Fostamatinib,11671467,
1373,Fostemsavir,11319217,
1374,Fotemustine,104799,CHEBI:131852
1375,Framycetin,8378,CHEBI:7508
1376,Frovatriptan,77992,CHEBI:134991
1377,Fruquintinib,44480399,CHEBI:229221
1378,Fulvestrant,104741,CHEBI:31638
1379,Fumagillin,6917655,CHEBI:48635
1380,Furafylline,3433,CHEBI:165840
1381,Furazolidone,5323714,CHEBI:5195
1382,Furosemide,3440,CHEBI:47426
1383,Fusafungine,3084092,
1384,Fusidic acid,3000226,CHEBI:29013
1385,Futibatinib,71621331,
1386,GE-2270A,16186054,
1387,GLPG-0492,59317190,
1388,GPI-1485,9837656,
1389,GSK-1004723,17747460,
1390,GSK-239512,9976892,
1391,GSK-256066,9827968,CHEBI:231666
1392,GSK-2636771,56949517,
1393,GTS-21,5310985,CHEBI:188219
1394,GW842166,10253143,CHEBI:191043
1395,Gabapentin,3446,CHEBI:42797
1396,Gabapentin enacarbil,9883933,CHEBI:68840
1397,Gabexate,3447,CHEBI:93036
1398,Gaboxadol,3448,CHEBI:34373
1399,Gadobenic acid,18177388,
1400,Gadodiamide,153921,
1401,Gadofosveset trisodium,73049652,
1402,Gadopentetic acid,6857474,CHEBI:35778
1403,Gadoteric acid,158536,
1404,Gadoteridol,60714,
1405,Gadoxetic acid,25203894,
1406,Galantamine,9651,CHEBI:42944
1407,Gallamine,67425,CHEBI:503442
1408,Gallamine triethiodide,6172,
1409,Gallopamil,1234,CHEBI:34772
1410,Gamithromycin,59364992,CHEBI:195437
1411,Gamolenic acid,5280933,CHEBI:28661
1412,Ganaxolone,6918305,CHEBI:177658
1413,Ganciclovir,135398740,CHEBI:465284
1414,Gantacurium,10102486,
1415,Garenoxacin,124093,CHEBI:131716
1416,Gatifloxacin,5379,CHEBI:5280
1417,Gavestinel,6450546,CHEBI:92867
1418,Gedocarnil,219095,CHEBI:177565
1419,Gefapixant,24764487,
1420,Gefitinib,123631,CHEBI:49668
1421,Geldanamycin,5288382,CHEBI:5292
1422,Gemcitabine,60750,CHEBI:175901
1423,Gemfibrozil,3463,CHEBI:5296
1424,Gemifloxacin,9571107,CHEBI:101853
1425,Gemigliptin,11953153,CHEBI:134731
1426,Geneticin,123865,
1427,Genistein,5280961,CHEBI:28088
1428,Gentamicin,3467,
1429,Gentamicin C1a,72396,CHEBI:27784
1430,Gepefrine,219105,
1431,Gepirone,55191,CHEBI:135990
1432,Geranyl Diphosphate,445995,CHEBI:17211
1433,Geranylgeranyl diphosphate,447277,CHEBI:48861
1434,Gestodene,3033968,CHEBI:135323
1435,Gestonorone,102210,CHEBI:135991
1436,Gestrinone,27812,CHEBI:89642
1437,Gilteritinib,49803313,CHEBI:145372
1438,Gimatecan,9577124,
1439,Gimeracil,54679224,CHEBI:31652
1440,Ginsenoside Rb1,9898279,CHEBI:67989
1441,Gitoformate,20055283,
1442,Givinostat,9804992,CHEBI:94187
1443,Glasdegib,25166913,CHEBI:145428
1444,Glecaprevir,66828839,
1446,Glibornuride,12818200,CHEBI:135545
1447,Gliclazide,3475,CHEBI:31654
1448,Glimepiride,3476,CHEBI:5383
1449,Glipizide,3478,CHEBI:5384
1450,Gliquidone,91610,CHEBI:93416
1451,Glisoxepide,32778,CHEBI:135731
1452,Glutaric Acid,743,CHEBI:17859
1453,Glutethimide,3487,CHEBI:5439
1454,Glyburide,3488,CHEBI:5441
1455,Glycerin,753,CHEBI:17754
1456,Glycerol phenylbutyrate,10482134,CHEBI:134745
1457,Glycochenodeoxycholic Acid,12544,CHEBI:36274
1458,Glycol salicylate,6880,CHEBI:86541
1459,Glycopyrronium,3494,CHEBI:94449
1460,Glycyrrhizic acid,14982,CHEBI:15939
1461,Glymidine,9565,CHEBI:146188
1462,Goserelin,5311128,CHEBI:5523
1463,Gosogliptin,11516136,CHEBI:177858
1464,Gramicidin D,45267103,
1465,Granisetron,5284566,CHEBI:5537
1466,Grapiprant,11677589,
1467,Grazoprevir,44603531,CHEBI:132975
1468,Grepafloxacin,72474,CHEBI:5543
1469,Griseofulvin,441140,CHEBI:27779
1470,Guacetisal,68749,CHEBI:135185
1471,Guadecitabine,135564655,CHEBI:231603
1472,Guanabenz,5702063,CHEBI:5553
1473,Guanadrel,38521,CHEBI:5555
1474,Guanazodine,36054,CHEBI:134828
1475,Guanethidine,3518,CHEBI:5557
1476,Guanfacine,3519,CHEBI:5558
1477,Guanidine,3520,CHEBI:42820
1478,Guanine,135398634,CHEBI:16235
1479,Guanoclor,71835,CHEBI:135992
1480,Guanoxabenz,9567831,CHEBI:135006
1481,Guanoxan,16564,CHEBI:134871
1482,HE3286,16739648,
1483,Hadacidin,12717,CHEBI:43040
1484,Halazepam,31640,CHEBI:5603
1485,Halcinonide,443943,CHEBI:31663
1486,Halofantrine,37393,CHEBI:94392
1487,Halofuginone,456390,
1488,Halometasone,9846332,CHEBI:135724
1489,Haloperidol,3559,CHEBI:5613
1490,Halothane,3562,CHEBI:5615
1491,Haloxon,9454,
1492,Harmaline,3564,CHEBI:28172
1493,Heptabarbital,10518,CHEBI:81297
1494,Hesperetin,72281,CHEBI:28230
1495,Hetacillin,443387,CHEBI:5683
1496,Hexafluronium,3601,CHEBI:135804
1497,Hexamethonium,3604,CHEBI:5700
1498,Hexaminolevulinate,6433083,CHEBI:134892
1499,Hexapropymate,9661,CHEBI:134823
1500,Hexestrol,192197,
1501,Hexobarbital,3608,CHEBI:5706
1502,Hexocyclium,24199,CHEBI:5707
1503,Hexoprenaline,3609,
1504,Higenamine,114840,CHEBI:18418
1505,Histamine,774,CHEBI:18295
1506,Histapyrrodine,68122,CHEBI:135164
1507,Histrelin,25077993,CHEBI:5739
1508,Homatropine,5282593,CHEBI:5747
1509,Homatropine methylbromide,6646,CHEBI:50373
1510,Huperzine A,854026,CHEBI:78330
1511,Hydracarbazine,71653,CHEBI:136055
1512,Hydralazine,3637,CHEBI:5775
1513,Hydrochlorothiazide,3639,CHEBI:5778
1514,Hydrocodone,5284569,CHEBI:5779
1515,Hydrocortamate,84088,CHEBI:50851
1516,Hydrocortisone,5754,CHEBI:17650
1517,Hydrocortisone aceponate,68921,CHEBI:135746
1518,Hydrocortisone acetate,5744,CHEBI:17609
1519,Hydrocortisone butyrate,26133,CHEBI:31674
1520,Hydrocortisone cypionate,223253,CHEBI:5783
1521,Hydrocortisone phosphate,441407,CHEBI:68634
1522,Hydrocortisone probutate,636398,CHEBI:31675
1523,Hydrocortisone succinate,16623,CHEBI:31677
1524,Hydrocortisone valerate,5282494,CHEBI:50865
1525,Hydroflumethiazide,3647,CHEBI:5784
1526,Hydrogen iodide,24841,CHEBI:24859
1527,Hydrogen peroxide,784,CHEBI:25940
1529,Hydromorphone,5284570,CHEBI:5790
1530,Hydroquinidine,91503,
1531,Hydroxocobalamin,44475014,
1532,Hydroxyamphetamine,3651,CHEBI:103855
1533,Hydroxychloroquine,3652,CHEBI:5801
1534,Hydroxyfasudil,3064778,
1535,Hydroxyprogesterone,6238,CHEBI:17252
1536,Hydroxyprogesterone caproate,169870,CHEBI:5812
1537,Hydroxytyrosol,82755,CHEBI:68889
1538,Hydroxyurea,3657,CHEBI:44423
1539,Hydroxyzine,3658,CHEBI:5818
1540,Hygromycin B,56928061,
1541,Hymecromone,5280567,CHEBI:17224
1542,Hyodeoxycholic Acid,5283820,CHEBI:52023
1543,Hyperforin,441298,CHEBI:5834
1544,Hypericin,3663,CHEBI:5835
1545,Hypoxanthine,135398638,CHEBI:17368
1546,Ibandronate,60852,
1547,Ibipinabant,9826744,
1548,Ibopamine,68555,CHEBI:135306
1549,Ibrexafungerp,46871657,
1550,Ibrutinib,24821094,CHEBI:76612
1551,Ibudilast,3671,CHEBI:31684
1552,Ibuproxam,68704,CHEBI:76160
1553,Ibutilide,60753,CHEBI:5856
1554,Icosapent,446284,CHEBI:28364
1555,Icosapent ethyl,9831415,CHEBI:84883
1556,Icotinib,22024915,
1557,Idalopirdine,21071390,
1558,Idarubicin,42890,CHEBI:42068
1559,Idazoxan,54459,CHEBI:5862
1560,Idebenone,3686,CHEBI:31687
1561,Idelalisib,11625818,CHEBI:82701
1562,Idraparinux,3083445,
1563,Ifenprodil,3689,CHEBI:93829
1564,Iferanserin,6445539,
1565,Ifetroban,3037233,CHEBI:188730
1566,Ifosfamide,3690,CHEBI:5864
1567,Ilaprazole,214351,CHEBI:135544
1568,Iloperidone,71360,CHEBI:65173
1569,Iloprost,5311181,CHEBI:63916
1570,Ilorasertib,46207586,
1571,Imagabalin,10236037,
1572,Imatinib,5291,CHEBI:45783
1573,Imetelstat,72941969,
1574,Imidafenacin,6433090,CHEBI:134720
1575,Imidapril,5464343,CHEBI:135654
1576,Imidazole salicylate,37425,
1577,Imipenem,104838,CHEBI:471744
1578,Imipramine,3696,CHEBI:47499
1579,Imipramine oxide,65589,CHEBI:135256
1580,Imiquimod,57469,CHEBI:36704
1581,Incadronic acid,3699,CHEBI:135189
1582,Indacaterol,6918554,CHEBI:68575
1583,Indalpine,44668,CHEBI:134939
1584,Indenolol,71955,
1585,Indigotindisulfonic acid,3705,CHEBI:90117
1586,Indinavir,5362440,CHEBI:44032
1587,Indiplon,6450813,CHEBI:188583
1588,Indirubin,10177,
1589,Indisulam,216468,CHEBI:145431
1590,Indium In-111 oxyquinoline,119117,
1591,Indobufen,107641,CHEBI:135239
1592,Indocyanine green,5282412,CHEBI:31696
1593,Indole-3-carbinol,3712,CHEBI:24814
1594,Indomethacin,3715,CHEBI:49662
1595,Indoprofen,3718,CHEBI:76162
1596,Indoramin,33625,CHEBI:135470
1597,Inecalcitol,6915835,
1598,Infigratinib,53235510,CHEBI:63451
1599,Inosine,135398641,CHEBI:17596
1600,Iobenguane,60860,CHEBI:92769
1601,Iodixanol,3724,CHEBI:31705
1602,Iofetamine I-123,156375,CHEBI:31708
1603,Ioflupane F-18,11626128,
1604,Iohexol,3730,CHEBI:31709
1605,Iopromide,3736,CHEBI:63578
1606,Iothalamic acid,3737,CHEBI:31713
1607,Ioversol,3741,CHEBI:31717
1608,Ioxilan,3743,CHEBI:135884
1609,Ipidacrine,604519,CHEBI:125612
1610,Ipragliflozin,10453870,CHEBI:134724
1611,Ipratropium,657309,CHEBI:5956
1612,Iprazochrome,65594,CHEBI:135088
1613,Iprindole,21722,CHEBI:135177
1614,Iproclozide,19063,CHEBI:134988
1615,Iproniazid,3748,CHEBI:5958
1616,Iptacopan,90467622,CHEBI:229652
1617,Irbesartan,3749,CHEBI:5959
1618,Irinotecan,60838,CHEBI:80630
1619,Irofulven,148189,CHEBI:135002
1620,Iron,23925,CHEBI:18248
1623,Isavuconazole,6918485,CHEBI:85979
1624,Isavuconazonium,6918606,CHEBI:85978
1625,Isepamicin,3037209,
1626,Isobromindione,68953,CHEBI:135275
1627,Isocarboxazid,3759,CHEBI:93635
1628,Isoetharine,3762,CHEBI:6005
1629,Isoflavone,72304,CHEBI:18220
1630,Isoflurane,3763,CHEBI:6015
1631,Isoflurophate,5936,CHEBI:17941
1632,Isoniazid,3767,CHEBI:6030
1633,Isoprenaline,3779,CHEBI:64317
1634,Isopropamide,3775,CHEBI:6043
1635,Isosorbide,12597,CHEBI:6060
1636,Isosorbide dinitrate,6883,CHEBI:6061
1637,Isosorbide mononitrate,27661,CHEBI:6062
1638,Isosulfan blue,50108,
1639,Isothipendyl,3781,CHEBI:135183
1640,Isoxicam,54677972,CHEBI:76163
1641,Isoxsuprine,11779629,
1642,Isradipine,3784,CHEBI:6073
1643,Istradefylline,5311037,CHEBI:134726
1644,Itraconazole,55283,CHEBI:6076
1645,Ivabradine,132999,CHEBI:85966
1647,Ivosidenib,71657455,CHEBI:145430
1648,Ixabepilone,6445540,CHEBI:63605
1649,Ixazomib,25183872,CHEBI:90942
1650,JNJ-26489112,11616111,
1651,Josamycin,5282165,CHEBI:31739
1652,KOS-1584,6918835,
1653,KRN-5500,6440176,
1654,KRN-7000,2826713,CHEBI:466659
1655,Kanamycin,6032,CHEBI:17630
1657,Kebuzone,3824,CHEBI:31749
1658,Ketanserin,3822,CHEBI:6123
1659,Ketazolam,33746,CHEBI:135556
1660,Ketobemidone,10101,CHEBI:6125
1661,Ketoconazole,47576,CHEBI:47518
1662,Ketorolac,3826,CHEBI:6129
1663,Ketotifen,3827,CHEBI:92511
1665,L-deprenyl-D2 C-11,90274764,
1666,LCL-161,24737642,CHEBI:193137
1667,Labetalol,3869,CHEBI:6343
1668,Lacidipine,5311217,CHEBI:135737
1669,Lacosamide,219078,CHEBI:135939
1670,Lactitol,157355,CHEBI:75323
1671,Lactulose,11333,CHEBI:6359
1672,Lafutidine,5282136,CHEBI:31759
1673,Lamivudine,60825,CHEBI:63577
1674,Lamotrigine,3878,CHEBI:6367
1675,Lanatoside C,656630,
1676,Landiolol,114905,CHEBI:135809
1677,Lanicemine,9794203,
1678,Laniquidar,6450806,
1679,Lanopepden,52918384,
1680,Lanreotide,6918011,
1681,Lanthanum III cation,104897,CHEBI:49701
1682,Lapatinib,208908,CHEBI:49603
1683,Laquinimod,54677946,CHEBI:134738
1684,Larotrectinib,46188928,
1685,Lasmiditan,11610526,
1686,Latanoprost,5311221,CHEBI:6384
1687,Latanoprostene bunod,11156438,CHEBI:177703
1688,Lavoltidine,55473,CHEBI:6550
1689,Lazertinib,121269225,
1690,Ledipasvir,67505836,CHEBI:85089
1691,Lefamulin,58076382,
1692,Leflunomide,3899,CHEBI:6402
1693,Lemborexant,56944144,
1694,Lenabasum,3083542,
1695,Lenacapavir,133082658,CHEBI:234519
1696,Lenalidomide,216326,CHEBI:63791
1697,Leniolisib,57495353,CHEBI:229649
1698,Lenvatinib,9823820,CHEBI:85994
1699,Lercanidipine,65866,CHEBI:135930
1700,Lesinurad,53465279,CHEBI:90929
1701,Lestaurtinib,126565,CHEBI:91471
1702,Letaxaban,11641515,
1703,Letermovir,45138674,
1704,Letrozole,3902,CHEBI:6413
1705,Levallorphan,5359371,CHEBI:6431
1706,Levmetamfetamine,36604,CHEBI:136013
1707,Levobunolol,39468,CHEBI:6438
1708,Levocabastine,54385,CHEBI:135679
1709,Levodopa,6047,CHEBI:15765
1710,Levomenol,442343,CHEBI:125
1711,Levomilnacipran,6917779,CHEBI:136040
1712,Levonordefrin,164739,CHEBI:141146
1713,Levonorgestrel,13109,CHEBI:6443
1714,Levosimendan,3033825,CHEBI:50567
1715,Levosulpiride,688272,CHEBI:64119
1716,Levovirin,460516,
1717,Lexacalcitol,5288670,
1718,Liarozole,60652,CHEBI:135316
1719,Licofelone,133021,CHEBI:47532
1720,Lidocaine,3676,CHEBI:6456
1721,Lidoflazine,3926,CHEBI:93095
1722,Limaprost,6438378,CHEBI:135594
1723,Linaclotide,16158208,CHEBI:68551
1724,Linagliptin,10096344,CHEBI:68610
1725,Lincomycin,3000540,CHEBI:6472
1726,Linezolid,441401,CHEBI:63607
1727,Linsidomine,5219,CHEBI:136004
1728,Linzagolix,16656889,
1729,Liothyronine,5920,CHEBI:18258
1730,Lipoic acid,6112,CHEBI:30314
1731,Lisdexamfetamine,11597698,CHEBI:135925
1732,Lisinopril,5362119,CHEBI:43755
1733,Lisofylline,501254,CHEBI:143527
1734,Lisuride,28864,CHEBI:51164
1735,Lithium cation,28486,CHEBI:49713
1736,Lobeglitazone,9826451,CHEBI:136052
1737,Lobeline,101616,CHEBI:48723
1738,Lobucavir,135413519,
1739,Lofentanil,65499,
1740,Lofepramine,3947,CHEBI:47782
1741,Lofexidine,30668,CHEBI:51368
1742,Lomefloxacin,3948,CHEBI:116278
1743,Lomerizine,3949,CHEBI:94682
1744,Lometrexol,135413518,
1745,Lomifylline,65599,CHEBI:94702
1746,Lomitapide,9853053,CHEBI:72297
1747,Lomustine,3950,CHEBI:6520
1748,Lonafarnib,148195,CHEBI:47097
1749,Lonazolac,68706,CHEBI:76164
1750,Lonidamine,39562,CHEBI:50138
1751,Loperamide,3955,CHEBI:6532
1752,Lopinavir,92727,CHEBI:31781
1753,Loprazolam,3033860,CHEBI:135754
1754,Lorajmine,76957773,CHEBI:135646
1755,Loratadine,3957,CHEBI:6538
1756,Lorazepam,3958,CHEBI:6539
1757,Lorcainide,42884,CHEBI:135568
1758,Lorcaserin,11658860,CHEBI:65353
1759,Lorlatinib,71731823,CHEBI:143117
1760,Lormetazepam,13314,CHEBI:52993
1761,Lornoxicam,54690031,CHEBI:31783
1762,Lorpiprazole,3045380,
1763,Lortalamine,70695665,
1764,Losartan,3961,CHEBI:6541
1765,Loteprednol,9865442,CHEBI:50848
1766,Lovastatin,53232,CHEBI:40303
1767,Loxapine,3964,CHEBI:50841
1768,Loxoprofen,3965,CHEBI:76172
1769,Lubiprostone,157920,
1770,Luliconazole,3003141,CHEBI:34825
1771,Lumacaftor,16678941,CHEBI:90951
1772,Lumateperone,21302490,
1773,Lumefantrine,6437380,CHEBI:156095
1774,Lumiracoxib,151166,CHEBI:73044
1775,Luprostiol,6441712,
1776,Lurasidone,213046,CHEBI:70735
1777,Lurbinectedin,57327016,
1778,Lurtotecan,60956,
1779,Luseogliflozin,11988953,CHEBI:134725
1780,Lusutrombopag,49843517,CHEBI:136051
1781,Lymecycline,54707177,CHEBI:59040
1782,Lynestrenol,5857,CHEBI:31790
1783,Lypressin,644076,CHEBI:94802
1784,Lysergic acid diethylamide,5761,CHEBI:6605
1785,MK-212,107992,CHEBI:92360
1786,MLN576,9886593,
1787,MMDA,26175,
1788,MRK-409,22609888,
1789,Macimorelin,9804938,
1790,Macitentan,16004692,CHEBI:76607
1791,Maduramicin,68595,CHEBI:189929
1792,Mafosfamide,76968809,
1793,Magnesium,5462224,CHEBI:25107
1794,Magnesium cation,888,CHEBI:18420
1795,Magnesium orotate,3036905,
1796,Magnesium silicate,72941442,
1797,Magnesium trisilicate,5311266,
1798,Malacidin B,132282519,CHEBI:140174
1799,Malathion,4004,CHEBI:141474
1800,Maltotetraose,123966,CHEBI:28460
1801,Mangafodipir,76967443,
1802,Manidipine,4008,CHEBI:135849
1803,Mannitol busulfan,142775,
1804,Mannosulfan,20055482,CHEBI:136005
1805,Maprotiline,4011,CHEBI:6690
1806,Maraviroc,3002977,CHEBI:63608
1807,Marbofloxacin,60651,CHEBI:94723
1808,Maribavir,471161,
1809,Masoprocol,71398,CHEBI:73468
1810,Mavacamten,117761397,
1811,Mavorixafor,11256587,CHEBI:138865
1812,Maxacalcitol,6398761,CHEBI:31801
1813,Mazaticol,68667,
1814,Mazindol,4020,CHEBI:6702
1815,Mebanazine,6179,CHEBI:134728
1816,Mebeverine,4031,CHEBI:91514
1817,Mebhydrolin,22530,CHEBI:135144
1818,Mebicar,122282,CHEBI:136038
1819,Mebrofenin,54158,CHEBI:135608
1820,Mebutamate,6151,CHEBI:31804
1821,Mebutizide,71652,CHEBI:135597
1822,Mechlorethamine,4033,CHEBI:28925
1823,Meclizine,4034,CHEBI:6709
1824,Meclocycline,54676539,CHEBI:135772
1825,Meclofenamic acid,4037,CHEBI:6710
1826,Medazepam,4041,CHEBI:31807
1827,Medifoxamine,36109,CHEBI:135061
1828,Medrogestone,9949848,CHEBI:135446
1829,Medroxyprogesterone acetate,6279,CHEBI:6716
1830,Medrysone,247839,CHEBI:34829
1831,Mefenamic acid,4044,CHEBI:6717
1832,Mefenorex,21777,CHEBI:134883
1833,Mefruside,4047,CHEBI:31809
1834,Megestrol acetate,11683,CHEBI:6723
1835,Melagatran,183797,CHEBI:43966
1836,Melatonin,896,CHEBI:16796
1837,Melengestrol,9906614,
1838,Melengestrol acetate,250948,CHEBI:34831
1839,Melevodopa,23497,CHEBI:134880
1840,Melitracen,25382,CHEBI:135214
1841,Meloxicam,54677470,CHEBI:6741
1842,Melperone,15387,CHEBI:93626
1843,Melphalan,460612,CHEBI:28876
1844,Memantine,4054,CHEBI:64312
1845,Menadione,4055,CHEBI:28869
1846,Menthyl salicylate,20055232,CHEBI:135976
1847,Mepenzolate,4057,CHEBI:94411
1848,Meperidine,4058,CHEBI:6754
1849,Mephedrone,45266826,CHEBI:59331
1850,Mephenesin,4059,CHEBI:94398
1851,Mephenoxalone,6257,CHEBI:134916
1852,Mephentermine,3677,CHEBI:6755
1853,Mephenytoin,4060,CHEBI:6757
1854,Mepindolol,71698,CHEBI:135082
1855,Mepivacaine,4062,CHEBI:6759
1856,Meprednisone,5284587,CHEBI:135573
1857,Meprobamate,4064,CHEBI:6761
1858,Meptazinol,41049,CHEBI:91484
1859,Mepyramine,4992,CHEBI:6762
1860,Mequitazine,4066,CHEBI:31821
1861,Mercaptopurine,667490,CHEBI:2208
1862,Merestinib,44603533,
1863,Meropenem,441130,CHEBI:43968
1864,Mersalyl,9806195,
1865,Mesalazine,4075,CHEBI:6775
1866,Mesoridazine,4078,CHEBI:6780
1867,Mesterolone,15020,CHEBI:135293
1868,Mestranol,6291,CHEBI:6784
1869,Metabutethamine,11115,CHEBI:81295
1870,Metacycline,54675785,CHEBI:6805
1871,Metadoxine,115198,
1872,Metahexamide,11259,CHEBI:135328
1873,Metamizole,3111,CHEBI:62088
1874,Metampicillin,6713928,CHEBI:52060
1875,Metaraminol,5906,CHEBI:6794
1876,Metaxalone,15459,CHEBI:6797
1877,Metenolone,3037705,CHEBI:135283
1878,Metergoline,28693,CHEBI:64216
1879,Metformin,4091,CHEBI:6801
1880,Methacholine,1993,CHEBI:6804
1881,Methallenestril,10599,CHEBI:6808
1882,Methanesulfonyl Fluoride,11207,
1883,Methantheline,4097,CHEBI:6817
1884,Methapyrilene,4098,CHEBI:6820
1885,Methaqualone,6292,CHEBI:6821
1886,Metharbital,4099,CHEBI:31827
1887,Methazolamide,4100,CHEBI:6822
1888,Methdilazine,14677,CHEBI:6823
1889,Methenamine,4101,CHEBI:6824
1890,Methimazole,1349907,CHEBI:50673
1891,Methocarbamol,4107,CHEBI:77498
1892,Methohexital,9034,CHEBI:102216
1893,Methoserpidine,71798,CHEBI:135848
1894,Methotrexate,126941,CHEBI:44185
1895,Methotrimeprazine,72287,CHEBI:6838
1896,Methoxamine,6082,CHEBI:6839
1897,Methoxsalen,4114,CHEBI:18358
1898,Methoxyflurane,4116,CHEBI:6843
1899,Methoxyphenamine,4117,CHEBI:134817
1900,Methscopolamine,71183,CHEBI:135361
1901,Methsuximide,6476,CHEBI:6846
1902,Methyclothiazide,4121,CHEBI:6847
1903,Methyl salicylate,4133,CHEBI:31832
1904,Methyl-1-testosterone,7092657,
1905,Methyldopa,38853,CHEBI:61058
1906,Methylecgonine,104904,CHEBI:31529
1907,Methylene blue,6099,CHEBI:6872
1908,Methylenedioxyethamphetamine,105039,CHEBI:132234
1909,Methylergometrine,8226,CHEBI:92607
1910,Methylestrenolone,5284597,CHEBI:34896
1911,Methylnaltrexone,5361918,CHEBI:136007
1912,Methylpentynol,6494,CHEBI:134752
1913,Methylphenobarbital,8271,CHEBI:6758
1914,Methylphosphinate,6369389,
