InChIKey14,DrugName,DrugID,Source,DrugName_Normalized
UFULAYFCSOUIOV,Cysteamine,822,Drug_A,cysteamine
UHDGCWIWMRVCDJ,Cytarabine,823,Drug_A,cytarabine
GSDSWSVVBLHKDQ,D-Levofloxacin,824,Drug_A,d-levofloxacin
COLNVLDHVKWLRT,D-Phenylalanine,825,Drug_A,d-phenylalanine
QIVBCDIJIAJPQS,D-Tryptophan,826,Drug_A,d-tryptophan
CDAISMWEOUEBRE,D-chiro-Inositol,827,Drug_A,d-chiro-inositol
BGOQGUHWXBGXJW,DAR-0100A,828,Drug_A,dar-0100a
FMCGSUUBYTWNDP,DL-Methylephedrine,829,Drug_A,dl-methylephedrine
GVJHHUAWPYXKBD,DL-alpha-Tocopherol,830,Drug_A,dl-alpha-tocopherol
MCMMCRYPQBNCPH,DPDPE,831,Drug_A,dpdpe
YBSJFWOBGCMAKL,Dabigatran,832,Drug_A,dabigatran
KSGXQBZTULBEEQ,Dabigatran etexilate,833,Drug_A,dabigatran etexilate
BFSMGDJOXZAERB,Dabrafenib,834,Drug_A,dabrafenib
FDKXTQMXEQVLRF,Dacarbazine,835,Drug_A,dacarbazine
FKRSSPOQAMALKA,Daclatasvir,836,Drug_A,daclatasvir
LVXJQMNHJWSHET,Dacomitinib,837,Drug_A,dacomitinib
RJURFGZVJUQBHK,Dactinomycin,838,Drug_A,dactinomycin
JOGKUKXHTYWRGZ,Dactolisib,839,Drug_A,dactolisib
ZQSIJRDFPHDXIC,Daidzein,840,Drug_B,daidzein
KYQZWONCHDNPDP,Daidzin,841,Drug_A,daidzin
NUKYPUAOHBNCPY,Dalfampridine,842,Drug_A,dalfampridine
SUYRLXYYZQTJHF,Dalfopristin,843,Drug_A,dalfopristin
POZRVZJJTULAOH,Danazol,844,Drug_A,danazol
PIBARDGJJAGJAJ,Danicopan,845,Drug_A,danicopan
ZVTDLPBHTSMEJZ,Danoprevir,846,Drug_B,danoprevir
OZOMQRBLCMDCEG,Dantrolene,847,Drug_A,dantrolene
QBPFLULOKWLNNW,Dantron,848,Drug_A,dantron
JVHXJTBJCFBINQ,Dapagliflozin,849,Drug_A,dapagliflozin
RFWZESUMWJKKRN,Dapiprazole,850,Drug_B,dapiprazole
USRHYDPUVLEVMC,Dapoxetine,851,Drug_A,dapoxetine
RUEYEZADQJCKGV,Daprodustat,852,Drug_A,daprodustat
MQJKPEGWNLWLTK,Dapsone,853,Drug_A,dapsone
DOAKLVKFURWEDJ,Daptomycin,854,Drug_A,daptomycin
IJNIQYINMSGIPS,Darexaban,855,Drug_A,darexaban
NBGABHGMJVIVBW,Daridorexant,856,Drug_A,daridorexant
HXGBXQDTNZMWGS,Darifenacin,857,Drug_A,darifenacin
QERUYFVNIOLCHV,Darodipine,858,Drug_A,darodipine
BLIJXOOIHRSQRB,Darolutamide,859,Drug_A,darolutamide
CJBJHOAVZSMMDJ,Darunavir,860,Drug_A,darunavir
NBRBXGKOEOGLOI,Dasabuvir,861,Drug_A,dasabuvir
ZBNZXTGUTAYRHI,Dasatinib,862,Drug_A,dasatinib
SRPXSILJHWNFMK,Dasotraline,863,Drug_A,dasotraline
STQGQHZAVUOBTE,Daunorubicin,864,Drug_A,daunorubicin
NNQIJOYQWYKBOW,Deacetoxycephalosporin C,865,Drug_A,deacetoxycephalosporin c
LJROKJGQSPMTKB,Deacetylbisacodyl,866,Drug_A,deacetylbisacodyl
UEEJHVSXFDXPFK,Deanol,867,Drug_A,deanol
JWPGJSVJDAJRLW,Debrisoquine,868,Drug_A,debrisoquine
MTCUAOILFDZKCO,Decamethonium,869,Drug_A,decamethonium
ZADGGFKUEYIBJC,Decamethoxine,870,Drug_B,decamethoxine
XAUDJQYHKZQPEU,Decitabine,871,Drug_A,decitabine
BOFQWVMAQOTZIW,Deferasirox,872,Drug_A,deferasirox
TZXKOCQBRNJULO,Deferiprone,873,Drug_A,deferiprone
FBHSPRKOSMHSIF,Deflazacort,874,Drug_A,deflazacort
MEUCPCLKGZSHTA,Degarelix,875,Drug_A,degarelix
SBJKKFFYIZUCET,Dehydroascorbic acid,876,Drug_A,dehydroascorbic acid
OHXPGWPVLFPUSM,Dehydrocholic acid,877,Drug_A,dehydrocholic acid
DYDCPNMLZGFQTM,Delafloxacin,878,Drug_A,delafloxacin
XDAOLTSRNUSPPH,Delamanid,879,Drug_A,delamanid
WOUOLAUOZXOLJQ,Delapril,880,Drug_A,delapril
WHBIGIKBNXZKFE,Delavirdine,881,Drug_A,delavirdine
CHIFCDOIPRCHCF,Delorazepam,882,Drug_A,delorazepam
QLUWQAFDTNAYPN,Delpazolid,883,Drug_A,delpazolid
RWZVPVOZTJJMNU,Demecarium,884,Drug_A,demecarium
FMTDIUIBLCQGJB,Demeclocycline,885,Drug_A,demeclocycline
NNJPGOLRFBJNIW,Demecolcine,886,Drug_A,demecolcine
JWAHBTQSSMYISL,Demegestone,887,Drug_A,demegestone
KXGVEGMKQFWNSR,Deoxycholic acid,888,Drug_A,deoxycholic acid
NGKZFDYBISXGGS,Deoxyepinephrine,889,Drug_A,deoxyepinephrine
IDINUJSAMVOPCM,Deoxyspergualin,890,Drug_A,deoxyspergualin
ZWPODSUQWXAZNC,Deptropine,891,Drug_B,deptropine
PCSWXVJAIHCTMO,Dequalinium,892,Drug_A,dequalinium
QOBGWWQAMAPULA,Deramciclane,893,Drug_A,deramciclane
AVJBPWGFOQAPRH,Dermatan sulfate,894,Drug_A,dermatan sulfate
AYEAMZDTWLXZIJ,Dersalazine,895,Drug_A,dersalazine
CVBMAZKKCSYWQR,Deserpidine,896,Drug_A,deserpidine
DPYMFVXJLLWWEU,Desflurane,897,Drug_A,desflurane
HCYAFALTSJYZDH,Desipramine,898,Drug_A,desipramine
OBATZBGFDSVCJD,Deslanoside,899,Drug_A,deslanoside
JAUOIFJMECXRGI,Desloratadine,900,Drug_A,desloratadine
NFLWUMRGJYTJIN,Desmopressin,901,Drug_A,desmopressin
RPLCPCMSCLEKRS,Desogestrel,902,Drug_A,desogestrel
LNNWVNGFPYWNQE,Desomorphine,903,Drug_A,desomorphine
WBGKWQHBNHJJPZ,Desonide,904,Drug_B,desonide
VWVSBHGCDBMOOT,Desoximetasone,905,Drug_A,desoximetasone
VPGRYOFKCNULNK,Desoxycorticosterone acetate,906,Drug_B,desoxycorticosterone acetate
VVOIQBFMTVCINR,Desoxycorticosterone pivalate,907,Drug_A,desoxycorticosterone pivalate
KYYIDSXMWOZKMP,Desvenlafaxine,908,Drug_A,desvenlafaxine
RHDJRPPFURBGLQ,Detomidine,909,Drug_A,detomidine
BZZKEPGENYLQSC,Deucravacitinib,910,Drug_A,deucravacitinib
MKXZASYAUGDDCJ,Deudextromethorphan,911,Drug_A,deudextromethorphan
FGXWKSZFVQUSTL,Deudomperidone,912,Drug_A,deudomperidone
ISWRGOKTTBVCFA,Deupirfenidone,913,Drug_A,deupirfenidone
HFNKQEVNSGCOJV,Deuruxolitinib,914,Drug_A,deuruxolitinib
MKJIEFSOBYUXJB,Deutetrabenazine,915,Drug_A,deutetrabenazine
PURKAOJPTOLRMP,Deutivacaftor,916,Drug_A,deutivacaftor
AKUJBENLRBOFTD,Dexamethasone acetate,917,Drug_A,dexamethasone acetate
BQTXJHAJMDGOFI,Dexamethasone isonicotinate,918,Drug_A,dexamethasone isonicotinate
LQQIVYSCPWCSSD,Dexetimide,919,Drug_A,dexetimide
DBGIVFWFUFKIQN,Dexfenfluramine,920,Drug_A,dexfenfluramine
HEFNNWSXXWATRW,Dexibuprofen,921,Drug_A,dexibuprofen
XVQUOJBERHHONY,Dexisometheptene mucate,922,Drug_A,dexisometheptene mucate
DKYWVDODHFEZIM,Dexketoprofen,923,Drug_A,dexketoprofen
MJIHNNLFOKEZEW,Dexlansoprazole,924,Drug_A,dexlansoprazole
QNQZBKQEIFTHFZ,Dexloxiglumide,925,Drug_A,dexloxiglumide
IMYZQPCYWPFTAG,Dexmecamylamine,926,Drug_A,dexmecamylamine
CUHVIMMYOGQXCV,Dexmedetomidine,927,Drug_A,dexmedetomidine
DUGOZIWVEXMGBE,Dexmethylphenidate,928,Drug_A,dexmethylphenidate
SVJMLYUFVDMUHP,Dexniguldipine,929,Drug_A,dexniguldipine
SNPLKNRPJHDVJA,Dexpanthenol,930,Drug_A,dexpanthenol
FASDKYOPVNHBLU,Dexpramipexole,931,Drug_A,dexpramipexole
AQHHHDLHHXJYJD,Dexpropranolol,932,Drug_A,dexpropranolol
YREYEVIYCVEVJK,Dexrabeprazole,933,Drug_B,dexrabeprazole
BMKDZUISNHGIBY,Dexrazoxane,934,Drug_A,dexrazoxane
WDEFBBTXULIOBB,Dextilidine,935,Drug_A,dextilidine
RUJBDQSFYCKFAA,Dextofisopam,936,Drug_A,dextofisopam
USSIQXCVUWKGNF,Dextromethadone,937,Drug_A,dextromethadone
INUNXTSAACVKJS,Dextromoramide,938,Drug_A,dextromoramide
XLMALTXPSGQGBX,Dextropropoxyphene,939,Drug_A,dextropropoxyphene
JAQUASYNZVUNQP,Dextrorphan,940,Drug_A,dextrorphan
XUIIKFGFIJCVMT,Dextrothyroxine,941,Drug_A,dextrothyroxine
SGTNSNPWRIOYBX,Dexverapamil,942,Drug_A,dexverapamil
VTMVHDZWSFQSQP,Dezocine,943,Drug_A,dezocine
TYNLGDBUJLVSMA,Diacerein,944,Drug_A,diacerein
GVGLGOZIDCSQPN,Diamorphine,945,Drug_A,diamorphine
AAFJXZWCNVJTMK,Dianhydrogalactitol,946,Drug_A,dianhydrogalactitol
YVPYQUNUQOZFHG,Diatrizoate,947,Drug_A,diatrizoate
AAOVKJBEBIDNHE,Diazepam,948,Drug_A,diazepam
GDLBFKVLRPITMI,Diazoxide,949,Drug_A,diazoxide
JJCQSGDBDPYCEO,Dibekacin,950,Drug_B,dibekacin
QPGGEKPRGVJKQB,Dibenzepin,951,Drug_A,dibenzepin
COESHZUDRKCEPA,Dibromotyrosine,952,Drug_A,dibromotyrosine
DBHODFSFBXJZNY,Dichlorobenzyl alcohol,953,Drug_A,dichlorobenzyl alcohol
OEBRKCOSUFCWJD,Dichlorvos,954,Drug_A,dichlorvos
DCOPUUMXTXDBNB,Diclofenac,955,Drug_A,diclofenac
GJQPMPFPNINLKP,Diclofenamide,956,Drug_A,diclofenamide
YFAGHNZHGGCZAX,Dicloxacillin,957,Drug_A,dicloxacillin
DOBMPNYZJYQDGZ,Dicoumarol,958,Drug_A,dicoumarol
CURUTKGFNZGFSE,Dicyclomine,959,Drug_A,dicyclomine
BXZVVICBKDXVGW,Didanosine,960,Drug_A,didanosine
QJMCKEPOKRERLN,Didox,961,Drug_A,didox
NFDFQCUYFHCNBW,Dienestrol,962,Drug_A,dienestrol
AZFLJNIPTRTECV,Dienogest,963,Drug_A,dienogest
RTZKZFJDLAIYFH,Diethyl ether,964,Drug_A,diethyl ether
RCKMWOKWVGPNJF,Diethylcarbamazine,965,Drug_A,diethylcarbamazine
UMJJGDUYVQCBMC,Diethylnorspermine,966,Drug_A,diethylnorspermine
XXEPPPIWZFICOJ,Diethylpropion,967,Drug_A,diethylpropion
RGLYKWWBQGJZGM,Diethylstilbestrol,968,Drug_A,diethylstilbestrol
GUONSMXZEYTWML,Difemerine,969,Drug_A,difemerine
UFIVBRCCIRTJTN,Difenoxin,970,Drug_A,difenoxin
PWHROYKAGRUWDQ,Difenpiramide,971,Drug_A,difenpiramide
WXURHACBFYSXBI,Diflorasone,972,Drug_A,diflorasone
NOCJXYPHIIZEHN,Difloxacin,973,Drug_A,difloxacin
HUPFGZXOMWLGNK,Diflunisal,974,Drug_A,diflunisal
OGPWIDANBSLJPC,Difluocortolone,975,Drug_A,difluocortolone
WYQPLTPSGFELIB,Difluprednate,976,Drug_A,difluprednate
WDJUZGPOPHTGOT,Digitoxin,977,Drug_A,digitoxin
LTMHDMANZUZIPE,Digoxin,978,Drug_A,digoxin
VAYJWFGRGMQINH,Dihematoporphyrin ether,979,Drug_B,dihematoporphyrin ether
MNSQDVCVWNXBFQ,Dihexyverine,980,Drug_A,dihexyverine
VQKLRVZQQYVIJW,Dihydralazine,981,Drug_A,dihydralazine
DNZPLHRZXUJATK,"Dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1H,5H)-pyrimidinedione",982,Drug_A,"dihydro-2-thioxo-5-((5-(2-(trifluoromethyl)phenyl)-2-furanyl)methyl)-4,6(1h,5h)-pyrimidinedione"
PBUNVLRHZGSROC,Dihydro-alpha-ergocryptine,983,Drug_A,dihydro-alpha-ergocryptine
RBOXVHNMENFORY,Dihydrocodeine,984,Drug_A,dihydrocodeine
SEALOBQTUQIVGU,Dihydroergocornine,985,Drug_A,dihydroergocornine
DEQITUUQPICUMR,Dihydroergocristine,986,Drug_A,dihydroergocristine
LUZRJRNZXALNLM,Dihydroergotamine,987,Drug_A,dihydroergotamine
BRTSNYPDACNMIP,Dihydroetorphine,988,Drug_A,dihydroetorphine
IJVCSMSMFSCRME,Dihydromorphine,989,Drug_A,dihydromorphine
ASXBYYWOLISCLQ,Dihydrostreptomycin,990,Drug_A,dihydrostreptomycin
ILYCWAKSDCYMBB,Dihydrotachysterol,991,Drug_A,dihydrotachysterol
HSUGRBWQSSZJOP,Diltiazem,992,Drug_A,diltiazem
ZZVUWRFHKOJYTH,Dimenhydrinate,993,Drug_B,dimenhydrinate
WQABCVAJNWAXTE,Dimercaprol,994,Drug_A,dimercaprol
RYQOGSFEJBUZBX,Dimetacrine,995,Drug_A,dimetacrine
LDCRTTXIJACKKU,Dimethyl fumarate,996,Drug_A,dimethyl fumarate
IAZDPXIOMUYVGZ,Dimethyl sulfoxide,997,Drug_A,dimethyl sulfoxide
DMULVCHRPCFFGV,Dimethyltryptamine,998,Drug_A,dimethyltryptamine
MVMQESMQSYOVGV,Dimetindene,999,Drug_A,dimetindene
VWNWVCJGUMZDIU,Dimetotiazine,1000,Drug_A,dimetotiazine
PXGPLTODNUVGFL,Dinoprost,1001,Drug_A,dinoprost
XEYBRNLFEZDVAW,Dinoprostone,1002,Drug_A,dinoprostone
GZSOSUNBTXMUFQ,Diosmin,1003,Drug_A,diosmin
LCTZPQRFOZKZNK,Diphemanil,1004,Drug_A,diphemanil
JYGLAHSAISAEAL,Diphenadione,1005,Drug_A,diphenadione
OGAKLTJNUQRZJU,Diphenidol,1006,Drug_A,diphenidol
HYPPXZBJBPSRLK,Diphenoxylate,1007,Drug_A,diphenoxylate
OWQUZNMMYNAXSL,Diphenylpyraline,1008,Drug_A,diphenylpyraline
OCUJLLGVOUDECM,Dipivefrin,1009,Drug_A,dipivefrin
OIJXLIIMXHRJJH,Diprenorphine,1010,Drug_B,diprenorphine
IZEKFCXSFNUWAM,Dipyridamole,1011,Drug_A,dipyridamole
WLOHNSSYAXHWNR,Dirithromycin,1012,Drug_A,dirithromycin
YIMYDTCOUQIDMT,Diroximel fumarate,1013,Drug_B,diroximel fumarate
UVTNFZQICZKOEM,Disopyramide,1014,Drug_A,disopyramide
AHZBEVXBKNYXPU,Distigmine,1015,Drug_A,distigmine
AUZONCFQVSMFAP,Disulfiram,1016,Drug_A,disulfiram
UUCMDZWCRNZCOY,Ditazole,1017,Drug_A,ditazole
LMBWSYZSUOEYSN,Ditiocarb,1018,Drug_A,ditiocarb
MSYUMPGNGDNTIQ,Dixyrazine,1019,Drug_A,dixyrazine
JRWZLRBJNMZMFE,Dobutamine,1020,Drug_A,dobutamine
ZDZOTLJHXYCWBA,Docetaxel,1021,Drug_A,docetaxel
MBMBGCFOFBJSGT,Doconexent,1022,Drug_A,doconexent
HNSDLXPSAYFUHK,Docusate,1023,Drug_A,docusate
IXTMWRCNAAVVAI,Dofetilide,1024,Drug_A,dofetilide
UKTAZPQNNNJVKR,Dolasetron,1025,Drug_A,dolasetron
OFDNQWIFNXBECV,Dolastatin 10,1026,Drug_A,dolastatin 10
RHWKPHLQXYSBKR,Dolutegravir,1027,Drug_A,dolutegravir
VZFRNCSOCOPNDB,Domoic Acid,1028,Drug_A,domoic acid
VYFYYTLLBUKUHU,Dopamine,1029,Drug_A,dopamine
RYBJORHCUPVNMB,Dopexamine,1030,Drug_A,dopexamine
QLFZZSKTJWDQOS,Doramectin,1031,Drug_A,doramectin
ZIAOVIPSKUPPQW,Doravirine,1032,Drug_B,doravirine
VLULRUCCHYVXOH,Dordaviprone,1033,Drug_A,dordaviprone
AVAACINZEOAHHE,Doripenem,1034,Drug_A,doripenem
IAVUPMFITXYVAF,Dorzolamide,1035,Drug_A,dorzolamide
PHTUQLWOUWZIMZ,Dosulepin,1036,Drug_A,dosulepin
LRMJAFKKJLRDLE,Dotarizine,1037,Drug_A,dotarizine
PIQCTGMSNWUMAF,Dovitinib,1038,Drug_A,dovitinib
GBLRQXKSCRCLBZ,Doxacurium,1039,Drug_A,doxacurium
XFDJYSQDBULQSI,Doxapram,1040,Drug_A,doxapram
RUZYUOTYCVRMRZ,Doxazosin,1041,Drug_A,doxazosin
VOJLELRQLPENHL,Doxefazepam,1042,Drug_A,doxefazepam
HKXBNHCUPKIYDM,Doxercalciferol,1043,Drug_A,doxercalciferol
ZWAOHEXOSAUJHY,Doxifluridine,1044,Drug_B,doxifluridine
HWXIGFIVGWUZAO,Doxofylline,1045,Drug_A,doxofylline
AOJJSUZBOXZQNB,Doxorubicin,1046,Drug_A,doxorubicin
JBIWCJUYHHGXTC,Doxycycline,1047,Drug_A,doxycycline
HCFDWZZGGLSKEP,Doxylamine,1048,Drug_A,doxylamine
ZQZFYGIXNQKOAV,Droloxifene,1049,Drug_B,droloxifene
CYQFCXCEBYINGO,Dronabinol,1050,Drug_A,dronabinol
ZQTNQVWKHCQYLQ,Dronedarone,1051,Drug_A,dronedarone
RMEDXOLNCUSCGS,Droperidol,1052,Drug_A,droperidol
METQSPRSQINEEU,Drospirenone,1053,Drug_A,drospirenone
NOTIQUSPUUHHEH,Drostanolone propionate,1054,Drug_B,drostanolone propionate
LCAHPIFLPICNRW,Drotebanol,1055,Drug_A,drotebanol
OEHFRZLKGRKFAS,Droxicam,1056,Drug_A,droxicam
QXWYKJLNLSIPIN,Droxidopa,1057,Drug_A,droxidopa
ZEUITGRIYCTCEM,Duloxetine,1058,Drug_A,duloxetine
BISPBXFUKNXOQY,Durlobactam,1059,Drug_A,durlobactam
JWJOTENAMICLJG,Dutasteride,1060,Drug_A,dutasteride
DVJAMEIQRSHVKC,Dutogliptin,1061,Drug_A,dutogliptin
SJVQHLPISAIATJ,Duvelisib,1062,Drug_A,duvelisib
BZEWSEKUUPWQDQ,Dyclonine,1063,Drug_A,dyclonine
JGMOKGBVKVMRFX,Dydrogesterone,1064,Drug_A,dydrogesterone
KSCFJBIXMNOVSH,Dyphylline,1065,Drug_A,dyphylline
MJJALKDDGIKVBE,Ebastine,1066,Drug_A,ebastine
DYEFUKCXAQOFHX,Ebselen,1067,Drug_A,ebselen
IWCWQNVIUXZOMJ,Ecabet,1068,Drug_B,ecabet
PHMBVCPLDPDESM,Ecgonine,1069,Drug_A,ecgonine
BJOLKYGKSZKIGU,Echothiophate,1070,Drug_A,echothiophate
DMJWENQHWZZWDF,Ecopipam,1071,Drug_A,ecopipam
KCXVZYZYPLLWCC,Edetate calcium disodium anhydrous,1072,Drug_A,edetate calcium disodium anhydrous
CPBHSHYQQLFAPW,Edivoxetine,1073,Drug_A,edivoxetine
HGVDHZBSSITLCT,Edoxaban,1074,Drug_A,edoxaban
VWLHWLSRQJQWRG,Edrophonium,1075,Drug_A,edrophonium
BNFRJXLZYUTIII,Efaproxiral,1076,Drug_A,efaproxiral
JCYNMRJCUYVDBC,Efatutazone,1077,Drug_A,efatutazone
XPOQHMRABVBWPR,Efavirenz,1078,Drug_A,efavirenz
VLCYCQAOQCDTCN,Eflornithine,1079,Drug_B,eflornithine
NSVFSAJIGAJDMR,Efonidipine,1080,Drug_A,efonidipine
ZLECMEJICSWJLT,Efrotomycin,1081,Drug_A,efrotomycin
SIFNOOUKXBRGGB,Elacestrant,1082,Drug_A,elacestrant
OSFCMRGOZNQUSW,Elacridar,1083,Drug_A,elacridar
AFLFKFHDSCQHOL,Elafibranor,1084,Drug_A,elafibranor
HEAUOKZIVMZVQL,Elagolix,1085,Drug_A,elagolix
BVAZQCUMNICBAQ,Elbasvir,1086,Drug_A,elbasvir
JYSJVJJVLNYRKL,Elcatonin,1087,Drug_A,elcatonin
FZEXGDDBXLBRTD,Eldecalcitol,1088,Drug_A,eldecalcitol
PWVXXGRKLHYWKM,Eletriptan,1089,Drug_A,eletriptan
MVRHVFSOIWFBTE,Elexacaftor,1090,Drug_A,elexacaftor
FJZZPCZKBUKGGU,Eliglustat,1091,Drug_A,eliglustat
AFSDNFLWKVMVRB,Ellagic acid,1092,Drug_A,ellagic acid
LRLWXBHFPGSUOX,Elocalcitol,1093,Drug_A,elocalcitol
MGQRRMONVLMKJL,Elsamitrucin,1094,Drug_A,elsamitrucin
WVLHGCRWEHCIOT,Eltoprazine,1095,Drug_A,eltoprazine
XDXWLKQMMKQXPV,Eltrombopag,1096,Drug_A,eltrombopag
QFNHIDANIVGXPE,Eluxadoline,1097,Drug_A,eluxadoline
JUZYLCPPVHEVSV,Elvitegravir,1098,Drug_A,elvitegravir
KBUZBQVCBVDWKX,Emedastine,1099,Drug_A,emedastine
JEJBJBKVPOWOQK,Emepronium,1100,Drug_A,emepronium
AUVVAXYIELKVAI,Emetine,1101,Drug_A,emetine
IHFMXHPNVAVTCJ,Emetonium iodide,1102,Drug_A,emetonium iodide
RHMXXJGYXNZAPX,Emodin,1103,Drug_A,emodin
DWAWDSVKAUWFHC,Emopamil,1104,Drug_A,emopamil
OBWASQILIWPZMG,Empagliflozin,1105,Drug_A,empagliflozin
XQSPYNMVSIKCOC,Emtricitabine,1106,Drug_B,emtricitabine
SLWGJZPKHAXZQL,Emylcamate,1107,Drug_A,emylcamate
GBXSMTUPTTWBMN,Enalapril,1108,Drug_A,enalapril
LZFZMUMEGBBDTC,Enalaprilat,1109,Drug_A,enalaprilat
DYLUUSLLRIQKOE,Enasidenib,1110,Drug_A,enasidenib
PJWPNDMDCLXCOM,Encainide,1111,Drug_A,encainide
CMJCXYNUCSMDBY,Encorafenib,1112,Drug_A,encorafenib
ALAXZYHFVBSJKZ,Endralazine,1113,Drug_A,endralazine
JPGQOUSTVILISH,Enflurane,1114,Drug_A,enflurane
MVDXXGIBARMXSA,Englitazone,1115,Drug_A,englitazone
WGMASVSHOSNKMF,Enibomal,1116,Drug_B,enibomal
HFZITXBUTWITPT,Enmetazobactam,1117,Drug_A,enmetazobactam
IDYZIJYBMGIQMJ,Enoxacin,1118,Drug_A,enoxacin
ZJKNESGOIKRXQY,Enoximone,1119,Drug_B,enoximone
PTOJVMZPWPAXER,Enprostil,1120,Drug_A,enprostil
SPFYMRJSYKOXGV,Enrofloxacin,1121,Drug_A,enrofloxacin
GLYMPHUVMRFTFV,Ensartinib,1122,Drug_A,ensartinib
JRURYQJSLYLRLN,Entacapone,1123,Drug_A,entacapone
QDGZDCVAUDNJFG,Entecavir,1124,Drug_A,entecavir
INVTYAOGFAGBOE,Entinostat,1125,Drug_A,entinostat
HAYYBYPASCDWEQ,Entrectinib,1126,Drug_A,entrectinib
HPWIIERXAFODPP,Enviomycin,1127,Drug_A,enviomycin
WXCXUHSOUPDCQV,Enzalutamide,1128,Drug_A,enzalutamide
YARKMNAWFIMDKV,Epanolol,1129,Drug_A,epanolol
SQUNAWUMZGQQJD,Eperisone,1130,Drug_A,eperisone
KWGRBVOPPLSCSI,Ephedrine,1131,Drug_A,ephedrine
NLPRAJRHRHZCQQ,Epibatidine,1132,Drug_B,epibatidine
RPBAFSBGYDKNRG,Epicillin,1133,Drug_A,epicillin
SBFXHXZNBNFPHV,Epicriptine,1134,Drug_A,epicriptine
UHQGCIIQUZBJAE,Epimestrol,1135,Drug_A,epimestrol
WHWZLSFABNNENI,Epinastine,1136,Drug_A,epinastine
UCTWMZQNUQWSLP,Epinephrine,1137,Drug_A,epinephrine
RHAXSHUQNIEUEY,Epirizole,1138,Drug_A,epirizole
RINBGYCKMGDWPY,Epitizide,1139,Drug_A,epitizide
JUKPWJGBANNWMW,Eplerenone,1140,Drug_A,eplerenone
VAIOZOCLKVMIMN,Eplivanserin,1141,Drug_A,eplivanserin
TURJYGRXEJIBGT,Epofolate,1142,Drug_A,epofolate
KAQKFAOMNZTLHT,Epoprostenol,1143,Drug_A,epoprostenol
XOZIUKBZLSUILX,Epothilone D,1144,Drug_A,epothilone d
WPNHOHPRXXCPRA,Eprinomectin,1145,Drug_A,eprinomectin
OROAFUQRIXKEMV,Eprosartan,1146,Drug_A,eprosartan
PDRGHUMCVRDZLQ,Equilenin,1147,Drug_A,equilenin
WKRLQDKEXYKHJB,Equilin,1148,Drug_A,equilin
ADFCQWZHKCXPAJ,Equol,1149,Drug_A,equol
HLFSMUUOKPBTSM,Eravacycline,1150,Drug_A,eravacycline
OLAHOMJCDNXHFI,Erdafitinib,1151,Drug_A,erdafitinib
MECHNRXZTMCUDQ,Ergocalciferol,1152,Drug_A,ergocalciferol
WVVSZNPYNCNODU,Ergometrine,1153,Drug_A,ergometrine
XCGSFFUVFURLIX,Ergotamine,1154,Drug_A,ergotamine
UFNVPOGXISZXJD,Eribulin,1155,Drug_A,eribulin
AAKJLRGGTJKAMG,Erlotinib,1156,Drug_A,erlotinib
JUZNIMUFDBIJCM,Ertapenem,1157,Drug_A,ertapenem
MCIACXAZCBVDEE,Ertugliflozin,1158,Drug_A,ertugliflozin
SNFOERUNNSHUGP,Erythrityl tetranitrate,1159,Drug_A,erythrityl tetranitrate
ULGZDMOVFRHVEP,Erythromycin,1160,Drug_A,erythromycin
XHCADAYNFIFUHF,Esculin,1161,Drug_B,esculin
SYTBZMRGLBWNTM,Esflurbiprofen,1162,Drug_A,esflurbiprofen
BMPDWHIDQYTSHX,Eslicarbazepine,1163,Drug_A,eslicarbazepine
QIALRBLEEWJACW,Eslicarbazepine acetate,1164,Drug_A,eslicarbazepine acetate
RONZAEMNMFQXRA,Esmirtazapine,1165,Drug_A,esmirtazapine
AQNDDEOPVVGCPG,Esmolol,1166,Drug_A,esmolol
SUBDBMMJDZJVOS,Esomeprazole,1167,Drug_A,esomeprazole
CBQGYUDMJHNJBX,Esreboxetine,1168,Drug_A,esreboxetine
CDCHDCWJMGXXRH,Estazolam,1169,Drug_A,estazolam
AJIPIJNNOJSSQC,Estetrol,1170,Drug_A,estetrol
VOXZDWNPVJITMN,Estradiol,1171,Drug_A,estradiol
FHXBMXJMKMWVRG,Estradiol acetate,1172,Drug_A,estradiol acetate
UYIFTLBWAOGQBI,Estradiol benzoate,1173,Drug_A,estradiol benzoate
UOACKFBJUYNSLK,Estradiol cypionate,1174,Drug_A,estradiol cypionate
OVAHZPTYWMWNKO,Estradiol dienanthate,1175,Drug_A,estradiol dienanthate
RSEPBGGWRJCQGY,Estradiol valerate,1176,Drug_A,estradiol valerate
FRPJXPJMRWBBIH,Estramustine,1177,Drug_A,estramustine
ADFOJJHRTBFFOF,Estramustine phosphate,1178,Drug_A,estramustine phosphate
DNXHEGUUPJUMQT,Estrone,1179,Drug_A,estrone
JKKFKPJIXZFSSB,Estrone sulfate,1180,Drug_A,estrone sulfate
GBBSUAFBMRNDJC,Eszopiclone,1181,Drug_A,eszopiclone
AVOLMBLBETYQHX,Etacrynic acid,1182,Drug_A,etacrynic acid
IRVLBORJKFZWMI,Etafedrine,1183,Drug_A,etafedrine
AWKLBIOQCIORSB,Etamiphylline,1184,Drug_A,etamiphylline
WCDWBPCFGJXFJZ,Etanidazole,1185,Drug_A,etanidazole
PQXGNJKJMFUPPM,Ethacizine,1186,Drug_A,ethacizine
